order_id;lat;lng;dow;promised_time;actual_time;on_demand;picker_id;driver_id;store_branch_id;total_minutes
2d6365ef228fe1197d22b9c98596a448;18.197.333.606.478.900;-10.040.014.309.236.100;2;12:00:00;11:20:59;false;60cbe02ce6b97a961dc6a07e3ce596e0;60cbe02ce6b97a961dc6a07e3ce596e0;afab9a94cf9d3d20ba7192204d5e48b3;155.921.219
119166fd7165cb2898aadf8a43538350;1.828.512.379.246.020;-10.035.990.686.423.600;2;10:00:00;8:56:17;false;f3010c097d4ce083079bedef7296e3ec;f3010c097d4ce083079bedef7296e3ec;86e6e48d0cb57f794b0c48162409fa74;95.872.938
17daa9724e617a9ee38dd3cf367f4429;18.219.983.015.660.000;-10.033.980.683.512.600;2;10:00:00;9:34:01;false;1469ec61e6ecbc286d517aa9dbd6d9ac;1469ec61e6ecbc286d517aa9dbd6d9ac;850fc42b029db68d97f0aea6a8babe36;152.064.979
2eff8a7fc14ae172469e39978adfac3a;18.292.958.032.845.700;-10.035.388.017.186.500;2;12:00:00;11:02:42;false;78cda2181a7a98488ddf1878c8146c04;78cda2181a7a98488ddf1878c8146c04;86e6e48d0cb57f794b0c48162409fa74;107.341.451
475d652e3885af91dd8a3873429c96f8;1.829.028.504.321.300;-10.042.167.015.947.300;2;11:00:00;10:28:56;false;e77ca6f3ed19586bcc3840677caea4a5;e77ca6f3ed19586bcc3840677caea4a5;3dd9ae393aa5327edfb27388758436bd;76.983.809
143756b901adf85760ad8b96b7e6cb58;18.290.063.487.746.800;-1.004.216.033.979.160;2;11:00:00;9:36:14;false;fc2f679a0856504a198218e607e8e38d;fc2f679a0856504a198218e607e8e38d;afab9a94cf9d3d20ba7192204d5e48b3;88.738.024
21a951ca1517d7b705a05002e4211d23;18.295.326.067.292.000;-10.032.208.565.640.300;2;9:00:00;8:49:47;false;682d7c7528d3d2b1b7852522197bbd8b;682d7c7528d3d2b1b7852522197bbd8b;821dc9d74061fe7654b9ec20e574022d;115.705.848
84c7d713196ad09c79b81a471fc39992;1.820.919.727.611.980;-1.003.149.198.308.050;2;20:00:00;18:44:06;false;9e3384c8b66d5ad5b68ba1570d4f16fa;9e3384c8b66d5ad5b68ba1570d4f16fa;f45fd1f4de72b451f9d99e2a033de337;63.252.896
9ca1a72c17a3465b1b4646b8e39cd410;18.265.152.430.295.600;-1.004.347.958.462.360;2;11:00:00;10:55:09;false;49dfd85cdb6407e1dfea7738f42f6ce1;49dfd85cdb6407e1dfea7738f42f6ce1;7a44728dc60bafc53140a9f5ef7e4e75;174.041.294
605db8da3965581ea0bf6d56082600bf;18.245.512.889.554.400;-10.040.992.084.939.800;2;10:00:00;8:41:50;false;b7e1166967f3ad4aa76d6090cf099f80;b7e1166967f3ad4aa76d6090cf099f80;afab9a94cf9d3d20ba7192204d5e48b3;5.329.401
e1d9a4f57ffe610c5fb453a0ab350ea0;18.245.506.201.052.900;-10.041.015.840.731.400;2;10:00:00;8:44:07;false;056c7cc586dece322e35970ee60234da;056c7cc586dece322e35970ee60234da;7a44728dc60bafc53140a9f5ef7e4e75;4.281.824
ba8444278cc2535fdc9febc9cf5b8cd1;18.246.426.343.459.800;-10.031.176.962.550.200;2;11:00:00;9:38:09;false;487c3b66ea24bc125178709f50f477fd;487c3b66ea24bc125178709f50f477fd;0dc6fb5924a8b917bc641666ed02663c;84.696.572
8317ebaeb086c4b90010dba33450a541;18.272.163.756.342.700;-10.039.083.120.103.400;2;14:00:00;11:51:10;false;a755981b35c0c80b84606c9dda17054a;a755981b35c0c80b84606c9dda17054a;3dd9ae393aa5327edfb27388758436bd;169.545.565
115856e5d95a3507a6c42bfeeeedc4a6;18.272.134.660.612.700;-10.039.076.257.809.900;2;12:00:00;11:09:42;false;fcdf89d67adaeec14947fed659d1e2c8;fcdf89d67adaeec14947fed659d1e2c8;afab9a94cf9d3d20ba7192204d5e48b3;142.146.018
b74802e2d686a03100a3bce2457de836;18.274.881.704.862.400;-10.036.150.702.359.500;2;11:00:00;9:53:49;false;37456bbe8d51e126375e316c46b0c903;37456bbe8d51e126375e316c46b0c903;f82a21e295c90ae7bf09e1870b66edb8;101.380.967
32afa2ee121f9f530c3251a26badf011;1.822.992.413.816.880;-10.039.040.253.038.700;2;10:00:00;9:21:38;false;b24224b7caf0f25346563118dfecbe18;b24224b7caf0f25346563118dfecbe18;6045691f87544c937a09d350d42eb3ba;106.135.508
094965edc50b84dca1d1956709a2b017;182.455.392.009.276;-10.041.010.648.722.800;2;9:00:00;8:19:37;false;f6186d00ce79347f47770bff13e38681;f6186d00ce79347f47770bff13e38681;2aa560c85aeb4213b9af8bdd05805b91;78.990.491
d0f52f1d75e25d47abee9318ad25d797;18.223.791.407.831.500;-10.041.506.204.995.500;2;11:00:00;10:22:32;false;a08a93b46c3971ea1acc5001345faae2;a08a93b46c3971ea1acc5001345faae2;3dd9ae393aa5327edfb27388758436bd;70.694.201
85c4276a4ad9b3b6c59ec545a3e14d35;18.224.056.188.869.300;-1.004.150.552.184.620;2;11:00:00;10:00:10;false;a68a0a47f5ef188e1794ef4e2205e8ee;a68a0a47f5ef188e1794ef4e2205e8ee;9ee54069c654bd92bdde05d7069f2bff;62.670.658
e2d3e65c4a4f85dd53ac2a9f5438c481;1.822.851.615.646.940;-10.031.870.916.135.600;2;11:00:00;10:23:09;false;4380362c0eb5d6a43ea7875165c77396;4380362c0eb5d6a43ea7875165c77396;00868095685ee799fb5c158e8d081fe1;77.092.744
779d38a1e11e84b90d79d8a16f5f38a8;18.251.171.790.407.500;-10.031.699.327.909.300;2;13:00:00;11:53:08;false;b27b76905526d7bd02d3a3bea7551e11;b27b76905526d7bd02d3a3bea7551e11;0dc6fb5924a8b917bc641666ed02663c;80.875.581
92957c35aa5c75504b1bc2833adac4c2;18.251.372.635.230.900;-10.031.687.170.047.400;2;13:00:00;11:41:19;false;d3a4d24b7d93efe7da8188bd560a577a;d3a4d24b7d93efe7da8188bd560a577a;8d891dfc0e29d744c15c18adced74a68;46.667.596
d4c3721b582a43b13c4d6c8e0667c88a;1.822.259.394.447.910;-10.032.983.128.944.000;2;10:00:00;9:07:34;false;c29e4863d6d0200331970ca140fa3a15;c29e4863d6d0200331970ca140fa3a15;0dc6fb5924a8b917bc641666ed02663c;126.207.238
2baeab02dbe6d9c67f110e691cc96083;18.224.565.435.124.400;-1.003.948.408.609.850;2;11:00:00;10:52:02;false;6cdfc1b59d755c102dd55202308524ab;6cdfc1b59d755c102dd55202308524ab;2d69acabaafd2516eeffd3c69b3c1328;227.659.465
969d62df0a7080eec5dbcfe07960964d;182.531.973.328.537;-10.038.343.679.264.300;2;11:00:00;10:19:48;false;16c3d3ac89ba2cc58f9e090faf8dcdc4;16c3d3ac89ba2cc58f9e090faf8dcdc4;afab9a94cf9d3d20ba7192204d5e48b3;138.293.312
5ba90f8eeaa50112fb7791cb3e8e4418;1.825.493.384.992.400;-10.028.974.250.397.300;2;10:00:00;8:50:11;false;3f7a84bfef84d605152890fb7e16d7e7;3f7a84bfef84d605152890fb7e16d7e7;0dc6fb5924a8b917bc641666ed02663c;108.721.885
95bf11c954103840fb9a1c25b16c417a;18.249.159.259.363.200;-10.039.202.479.159.300;2;12:00:00;11:13:10;false;0abe2d7e1e106d59c7e86dabc9148a8d;0abe2d7e1e106d59c7e86dabc9148a8d;afab9a94cf9d3d20ba7192204d5e48b3;152.658.329
71f3e429f8c6c273b8f989b596c64357;18.268.738.059.026.400;-10.031.966.443.000.800;2;16:00:00;15:25:57;false;45b289debc619c2b9a51ad3f8f35e739;45b289debc619c2b9a51ad3f8f35e739;69803373c7d9ae282a73c00e69f119b4;91.698.152
96c42aada6a93e4e01a8df9ffd214d42;18.268.982.640.326.900;-10.031.937.260.936.600;2;16:00:00;15:07:27;false;479cc97de77da4d627326a46ce9158f0;479cc97de77da4d627326a46ce9158f0;8d891dfc0e29d744c15c18adced74a68;67.914.597
21322e3a9915d7031c4365a75c54e77f;18.268.940.626.007.100;-10.031.935.837.817.800;2;16:00:00;14:35:25;false;84afd2b22cf087f96473af8588af96a8;84afd2b22cf087f96473af8588af96a8;0dc6fb5924a8b917bc641666ed02663c;64.757.229
6da10bb2a09637c17d693f424cf786a9;1.824.797.833.165.850;-10.041.532.406.093.900;2;10:00:00;9:13:38;false;8b59adedc5c1ea8defcc5e970fae8322;8b59adedc5c1ea8defcc5e970fae8322;5a6dd51ef5ed276079b6a102d4ceb8f6;78.286.028
47fa1ecc17a79ee220f48f0aef32435f;18.247.810.300.525.600;-10.041.553.180.561.600;2;11:00:00;9:48:18;false;38c0612e098e8b219ccff214f1bbf9f6;38c0612e098e8b219ccff214f1bbf9f6;49b7d60d6095a9f1129ce798102b62f4;39.339.197
7174beced99bba4ca2caf472e4a079b3;18.274.695.954.211.500;-10.031.639.231.396.800;2;11:00:00;10:20:33;false;d3a4d24b7d93efe7da8188bd560a577a;d3a4d24b7d93efe7da8188bd560a577a;f45fd1f4de72b451f9d99e2a033de337;125.196.888
254115f5a1ee2f49129c9ef859377b02;1.827.459.598.002.560;-10.031.635.403.530.400;2;11:00:00;10:52:41;false;ac7e381fe9009a65716ffc9c3dec94e8;ac7e381fe9009a65716ffc9c3dec94e8;8d891dfc0e29d744c15c18adced74a68;109.999.518
b145ee8b457318dc87e334379e9e61f7;1.822.428.085.969.520;-10.041.237.791.251.600;2;11:00:00;10:51:25;false;8b59adedc5c1ea8defcc5e970fae8322;8b59adedc5c1ea8defcc5e970fae8322;3dd9ae393aa5327edfb27388758436bd;9.662.399
8eaab520df765fcfab4f91d3c26ea2b1;18.227.957.813.787.500;-10.040.930.132.476.700;2;13:00:00;12:05:04;false;b19b23ce88b14d37750000ddd8dc979a;b19b23ce88b14d37750000ddd8dc979a;3dd9ae393aa5327edfb27388758436bd;85.479.215
8400c9175195e99ee24d2b941f8fa0fe;18.228.040.514.497.600;-10.040.942.262.849.000;2;13:00:00;12:15:39;false;76b8a99f9b80ea15edcbbaf121c6f6fb;76b8a99f9b80ea15edcbbaf121c6f6fb;9ee54069c654bd92bdde05d7069f2bff;102.035.157
e311965d93a20e58f9cc36cb274aad6f;18.203.063.485.915.900;-10.032.241.594.012.900;2;22:00:00;20:59:52;false;59b3b868effe39e7bcd4a8111dc15579;59b3b868effe39e7bcd4a8111dc15579;ea19343a1b5262c624347d89cc17aa9e;84.596.435
0c9db5bce317a2b5a47e053517451cc7;18.295.960.549.248.300;-10.035.239.984.139.300;2;13:00:00;11:32:23;false;a54ff0bf78523a8cc01883394ed4d5d7;a54ff0bf78523a8cc01883394ed4d5d7;86e6e48d0cb57f794b0c48162409fa74;84.785.838
0c43b7662095fd3152449b37d16c8ef2;18.247.063.777.623.100;-100.393.665.225.555;2;12:00:00;11:30:45;false;a5aa6a986edd3104eb96cd838663a1c5;a5aa6a986edd3104eb96cd838663a1c5;5a6dd51ef5ed276079b6a102d4ceb8f6;134.785.689
49d95b850e61b8d2779c871f229141f0;18.286.882.076.390.700;-10.033.138.592.372.200;2;12:00:00;11:29:04;false;b3fd9daa731ea137171fdba7a1f3ff30;b3fd9daa731ea137171fdba7a1f3ff30;86e6e48d0cb57f794b0c48162409fa74;138.170.118
9827d0d9df84d461743dd75748fb2e75;182.847.494.268.955;-10.036.480.956.392.700;2;11:00:00;10:20:20;false;396d9358368b68f3ca8d5460c7b3e8d8;396d9358368b68f3ca8d5460c7b3e8d8;258f4c26a82a5239920a082ffe23cfc4;74.098.045
7822a0b0dcb7a1fa62e774f0a549f655;18.255.015.180.529.500;-10.029.040.981.036.800;2;18:00:00;16:42:23;false;e15c7a67d0ea9a54dffb410bc1d8528b;e15c7a67d0ea9a54dffb410bc1d8528b;f45fd1f4de72b451f9d99e2a033de337;66.000.895
3b70eb4717dc7a94b51e8e4d37415fae;18.275.636.506.239.000;-10.030.163.479.544.000;2;10:00:00;9:07:15;false;c5720f689a6483141780f184dcf3fe65;c5720f689a6483141780f184dcf3fe65;afd0a7b8d546fcc697bb93a5934b65c3;9.977.999
d3e688196e5936a48ab12b5b9aee1921;1.822.644.843.566.080;-10.042.342.580.394.100;2;12:00:00;11:03:40;false;20d15e101b364615c78cbe8663be656a;20d15e101b364615c78cbe8663be656a;2aa560c85aeb4213b9af8bdd05805b91;92.039.877
b59e4299d17841d3f805866677d952e9;1.837.935.318.245.020;-10.038.875.897.548.300;2;11:00:00;10:26:19;false;ea3f0787729e7ec72b39851d284e7085;ea3f0787729e7ec72b39851d284e7085;8d891dfc0e29d744c15c18adced74a68;70.811.336
b075084b2da71c8c73f725f1f0ce8ca6;18.379.407.400.341.800;-10.038.893.906.495.000;2;9:00:00;9:22:21;false;3f284b6202708d178b959164e95d5cbd;3f284b6202708d178b959164e95d5cbd;9d65282d498c0338377867996e761399;136.332.667
8e21cc378abfd4cfd14e4e0ad4a41e0b;18.266.172.640.973.700;-1.003.110.498.463.880;2;11:00:00;9:36:04;false;c504cb78f21546f7c68ae648092319a5;c504cb78f21546f7c68ae648092319a5;f45fd1f4de72b451f9d99e2a033de337;86.786.826
2b359cfc8d894e31db164ca71c4904ac;18.245.875.242.650.900;-1.003.063.056.787.470;2;12:00:00;10:34:35;false;487c3b66ea24bc125178709f50f477fd;487c3b66ea24bc125178709f50f477fd;0dc6fb5924a8b917bc641666ed02663c;39.056.521
e405d5d624849101e73c1d2535674b08;18.294.650.060.578.400;-10.033.310.152.592.300;2;13:00:00;11:42:10;false;61f4bc87e6e34117f47db6e258c5da3f;61f4bc87e6e34117f47db6e258c5da3f;821dc9d74061fe7654b9ec20e574022d;82.695.854
5fe8f5aea5863d4309c2f96616378105;18.259.548.736.834.400;-10.036.855.564.598.100;2;10:00:00;9:38:29;false;fa4c67e276ddf282693671f6dd5331bb;fa4c67e276ddf282693671f6dd5331bb;afab9a94cf9d3d20ba7192204d5e48b3;1.262.643
578f7f7bbab9f883b413cedddb38b83a;1.824.644.880.245.220;-10.038.197.771.172.000;2;12:00:00;10:51:36;false;0f6b9b2fb81fec4364153a12c5c781dd;0f6b9b2fb81fec4364153a12c5c781dd;3dd9ae393aa5327edfb27388758436bd;77.210.395
d3113336474f2c4297010c04859d5d2d;18.332.765.525.023.000;-10.030.477.133.347.000;2;12:00:00;11:26:41;false;04ed12b8648d0935cbf8b911e95ffbfc;04ed12b8648d0935cbf8b911e95ffbfc;4a07fa0a140101e2270d5b95e7583401;66.058.154
7524b2655f1989742bddce69dd616dea;18.298.450.005.256.900;-1.003.251.738.352.870;2;11:00:00;10:30:52;false;3a394ccee87e056e7fa36692ff2c26ce;3a394ccee87e056e7fa36692ff2c26ce;86e6e48d0cb57f794b0c48162409fa74;96.479.045
1b7614975ffa4d914589693e54965456;18.298.302.155.661.300;-10.032.515.075.540.700;2;11:00:00;10:46:32;false;3932fb19ca90aa0cca6946011732f170;3932fb19ca90aa0cca6946011732f170;821dc9d74061fe7654b9ec20e574022d;97.013.521
77eefd99e0513d514b0d5168795257ad;18.226.528.994.488.700;-10.042.208.069.305.600;2;11:00:00;9:44:58;false;19ee1b7e78fd59d3243a7a469b55ecf7;19ee1b7e78fd59d3243a7a469b55ecf7;2aa560c85aeb4213b9af8bdd05805b91;61.476.766
ed6dcf2dd5623aed7ae97161ead81adb;1.826.122.585.969.030;-10.037.773.815.125.800;2;12:00:00;11:05:05;false;23567689266462372addb45bbdc830f6;23567689266462372addb45bbdc830f6;1f660027cb64313d072c844d9fdc31e4;53.613.172
ef1b23a20f953d10cc9225d3b6c0ffd7;1.830.086.210.400.540;-10.034.273.671.305.700;2;11:00:00;10:21:45;false;c7fbbbb84c7edb8d10c0238d790d3416;c7fbbbb84c7edb8d10c0238d790d3416;4f01884af565f4d2df35419e09cf58d0;62.223.171
4e58080e6a943965754a94f38c461ec1;18.187.264.219.668.400;-10.034.341.931.335.400;2;10:00:00;8:40:29;false;17ac3a5da70f170872d6e87b0c1075e5;17ac3a5da70f170872d6e87b0c1075e5;ea19343a1b5262c624347d89cc17aa9e;99.769.101
643c5c8716dfd9edf4d00abd3f2f2e50;1.828.371.639.740.900;-1.003.611.165.578.190;2;11:00:00;10:26:08;false;eac293e03693dacb750a63a4a47f266b;eac293e03693dacb750a63a4a47f266b;f82a21e295c90ae7bf09e1870b66edb8;142.533.196
9b85678d46b17fff5ff35e37ae8ca259;1.815.571.443.341.740;-10.027.125.208.122.600;2;12:00:00;11:07:29;false;c9e8aa7a43e69eba9afa6479665c1193;c9e8aa7a43e69eba9afa6479665c1193;d237f0de94b6d1fb1404ea54b8d60795;54.075.572
fd412ad6ab4076ec958830af42762881;1.829.372.817.900.120;-10.033.313.895.047.300;2;12:00:00;11:22:00;false;682d7c7528d3d2b1b7852522197bbd8b;682d7c7528d3d2b1b7852522197bbd8b;86e6e48d0cb57f794b0c48162409fa74;146.109.882
541b78435e980ac5d61fb3d9ee8d375f;1.824.760.460.430.870;-1.004.151.377.327.470;2;11:00:00;9:52:27;false;e0322b49c16e71de1fe1837d98f23468;e0322b49c16e71de1fe1837d98f23468;afab9a94cf9d3d20ba7192204d5e48b3;74.096.483
0f5945c184c87155a96a8b888eb9bb0c;18.244.196.454.382.600;-10.029.819.357.055.100;2;14:00:00;13:04:52;false;77c08b6c7c4b89b84e3a84ee6bb4ecde;77c08b6c7c4b89b84e3a84ee6bb4ecde;3ddd4c29cab4178d89d549c6ba65c236;56.535.204
de91718b9ccd96315dace8f98987dfb4;18.291.935.832.348.200;-10.043.381.725.316.000;2;11:00:00;10:18:33;false;056c7cc586dece322e35970ee60234da;056c7cc586dece322e35970ee60234da;49b7d60d6095a9f1129ce798102b62f4;7.711.669
bd6e0fea153f02d3616380d7e9f23788;18.292.276.923.116.300;-10.043.352.350.461.900;2;11:00:00;9:58:35;false;5843ad69be3bed76ca8a2c931e455d9f;5843ad69be3bed76ca8a2c931e455d9f;9ef0cb7f21f56bf24ca5ef4194f69c64;95.048.842
5dd5fe67ff6276d0bbc425bb262ae5c8;18.292.313.598.318.900;-10.043.345.211.836.400;2;11:00:00;10:16:26;false;b19b23ce88b14d37750000ddd8dc979a;b19b23ce88b14d37750000ddd8dc979a;6447951cd071f6f045fd4e6194920926;109.886.393
035a94a223b3f8e435e88e9dacc5e74b;18.291.727.869.483.600;-10.035.269.546.059.700;2;19:00:00;18:20:24;false;77f61a3fd9c36eda6014bd99373938cf;77f61a3fd9c36eda6014bd99373938cf;86e6e48d0cb57f794b0c48162409fa74;107.688.155
cafa04fa7491edcc5280c7c23237c3f1;18.291.696.494.234.400;-10.035.285.154.987.700;2;19:00:00;17:42:13;false;763e3a6a418788475a7dd673e837e2aa;763e3a6a418788475a7dd673e837e2aa;3ad5bfb1ba9eb8e0b76bdbaf0d8e6a3a;39.351.727
d42da1b11efc23c5ede59eb07b0474f5;18.227.625.062.739.400;-10.044.031.474.494.600;2;11:00:00;10:08:46;false;a268968fa80b17a1b66691174cebb9fa;a268968fa80b17a1b66691174cebb9fa;afab9a94cf9d3d20ba7192204d5e48b3;105.352.962
6eb5c080843c2a916a79cba26aa53548;1.822.737.181.002.930;-10.044.018.393.927.800;2;11:00:00;10:14:29;false;755c1ee6d23173214f870b472bd433c1;755c1ee6d23173214f870b472bd433c1;7a44728dc60bafc53140a9f5ef7e4e75;100.920.318
0eaec31e917dc7b70e667a298251eb17;1.820.589.135.205.760;-10.040.648.927.512.100;2;10:00:00;8:43:23;false;1e16979ba8cc7b7aa0eca1160bee7ead;1e16979ba8cc7b7aa0eca1160bee7ead;2d69acabaafd2516eeffd3c69b3c1328;102.561.538
339658687b061d70055e5cc98805ae40;18.267.899.823.787.700;-10.032.167.222.435.600;2;22:00:00;21:01:26;false;54e62745cdd0b63ececabfdb5fd881d1;54e62745cdd0b63ececabfdb5fd881d1;e9763f24fd46d0b9e52d423207a87c3c;42.154.867
afa064544df9f9c31bc4bad8d51d0296;1.828.646.836.339.670;-10.033.209.458.198.600;2;10:00:00;9:17:39;false;c7fbbbb84c7edb8d10c0238d790d3416;c7fbbbb84c7edb8d10c0238d790d3416;a3bed30221372366bcd9b9779f395d0b;66.918.801
5a2e2c25fbdcaef61b69e2dda394f1b9;182.316.450.502.538;-10.043.498.765.241.900;2;14:00:00;12:42:13;false;427dea3da2a13da4e9870a2e141b5d75;427dea3da2a13da4e9870a2e141b5d75;9a5936caaadf0204c75858717f7599dc;124.814.472
4aed4697914eba2585333497c5c491ff;18.183.222.906.201.900;-10.046.653.729.734.200;2;10:00:00;9:22:38;false;20d15e101b364615c78cbe8663be656a;20d15e101b364615c78cbe8663be656a;afab9a94cf9d3d20ba7192204d5e48b3;141.706.889
62b1c78b570719b5b77b76977bb1152b;1.820.108.779.879.800;-10.034.082.896.578.300;2;12:00:00;10:56:19;false;b0fd2a7ebf96702bda854569010f14aa;b0fd2a7ebf96702bda854569010f14aa;a5dc7c0c6d03a417245655307351f6e3;50.873.401
b48d31f22cf36c9f2dea26135c7067fd;18.300.144.995.066.100;-10.034.339.438.745.600;2;10:00:00;9:40:20;false;9c8d7fe21f290fe47a3f1f580779ffc7;9c8d7fe21f290fe47a3f1f580779ffc7;9d65282d498c0338377867996e761399;101.923.891
3a14e24f952e7b52462e1a447527e3f5;18.271.996.734.851.300;-10.032.705.957.208.500;2;15:00:00;13:51:41;false;332561af7a19822f06358b5dd9e8514b;332561af7a19822f06358b5dd9e8514b;e9763f24fd46d0b9e52d423207a87c3c;73.323.687
b90cc7f6c8b74d7a70e78c01db2932b6;1.828.909.416.708.880;-10.034.179.236.567.200;2;10:00:00;9:23:25;false;1a537d4990969400123e112405a32829;1a537d4990969400123e112405a32829;86e6e48d0cb57f794b0c48162409fa74;142.018.453
115f3dd945f030d49cb495fa647f87f4;18.183.156.735.472.900;-10.046.672.142.549.500;2;10:00:00;9:51:19;false;b81156689d1f8dc28b3b55703c39331f;b81156689d1f8dc28b3b55703c39331f;9a5936caaadf0204c75858717f7599dc;120.843.785
3eb3907b80a8d731cad4dea2134bae37;18.251.574.683.284.300;-10.040.095.088.178.600;2;10:00:00;9:14:28;false;a5aa6a986edd3104eb96cd838663a1c5;a5aa6a986edd3104eb96cd838663a1c5;afab9a94cf9d3d20ba7192204d5e48b3;97.798.878
c138cfd668cdc2d13c0a851f0fff21ea;18.239.397.300.580.400;-10.029.488.646.095.200;2;20:00:00;19:29:02;false;60e9a167e78357c745a8b657c507695e;60e9a167e78357c745a8b657c507695e;afd0a7b8d546fcc697bb93a5934b65c3;70.305.159
bd09efc097243e18cd0d6c62c54b9207;1.828.602.872.538.670;-10.036.293.359.659.300;2;10:00:00;9:20:54;false;f0a9cf4219e29abd0afba33e3f081224;f3010c097d4ce083079bedef7296e3ec;86e6e48d0cb57f794b0c48162409fa74;9.940.327
