order_id,lat_order,lng_order,dow,promised_time,actual_time,on_demand,picker_id,driver_id,store_branch_id,total_minutes,actual_reception_time,promised_delivery_time,total_minutes_td,order_time,model_1_dt_time,model_1_time,store,lat_store,lng_store,shopper_id_picker,seniority_picker,found_rate_picker,picking_speed_picker,accepted_rate_picker,rating_picker,shopper_id_driver,seniority_driver,found_rate_driver,picking_speed_driver,accepted_rate_driver,rating_driver,total_product,real_total_unit,real_total_kg,real_without_product,total_unit,total_kg,distancia
e330962281e3de49b3d3856653e6da71,18.30324,-10.03444,2,11:00:00,10:22:00,False,29c7a131083ab05e25a3d9b4d49d8c5e,29c7a131083ab05e25a3d9b4d49d8c5e,a3bed30221372366bcd9b9779f395d0b,87.612301,1900-01-01 10:22:00,1900-01-01 11:00:00,0 days 01:27:36.738060,1900-01-01 08:54:23.261940000,0 days 02:05:36.738060,125.61230099999999,451eb58b96f0a36f31d2beebd1c9a7a8,18.30272,-10.03446,29c7a131083ab05e25a3d9b4d49d8c5e,INTERMEDIATE,0.83,1.81,1.0,4.72,29c7a131083ab05e25a3d9b4d49d8c5e,INTERMEDIATE,0.83,1.81,1.0,4.72,15.0,21.0,0.0,1.0,22.0,0.0,0.05785997840566722
4211ea0cba325e47bb71b7fed552d9c4,18.2684,-10.03124,2,9:00:00,8:28:39,False,8a7dc2f6cfa12b8f6514043aaf5e5bc7,8a7dc2f6cfa12b8f6514043aaf5e5bc7,f45fd1f4de72b451f9d99e2a033de337,88.363666,1900-01-01 08:28:39,1900-01-01 09:00:00,0 days 01:28:21.819960,1900-01-01 07:00:17.180040000,0 days 01:59:42.819960,119.713666,387d4a5b65cf4bf00ad805c4b00eed01,18.22698,-10.03056,8a7dc2f6cfa12b8f6514043aaf5e5bc7,ADVANCED,0.88,1.32,1.0,4.92,8a7dc2f6cfa12b8f6514043aaf5e5bc7,ADVANCED,0.88,1.32,1.0,4.92,3.0,31.0,0.0,0.0,40.0,0.0,4.606260007315976
df5de78cdde5a1fcd3ab2e1854a4b7a0,18.2685,-10.03125,2,12:00:00,11:36:23,False,91b508d81eb559e384062d1c046594b9,91b508d81eb559e384062d1c046594b9,8d891dfc0e29d744c15c18adced74a68,1.533419,1900-01-01 11:36:23,1900-01-01 12:00:00,0 days 00:01:32.005140,1900-01-01 11:34:50.994860000,0 days 00:25:09.005140,25.150085666666666,0fae7b61265bc7ca4ce4d81440b62501,18.24565,-10.03324,91b508d81eb559e384062d1c046594b9,INTERMEDIATE,0.87,2.43,1.0,5.0,91b508d81eb559e384062d1c046594b9,INTERMEDIATE,0.87,2.43,1.0,5.0,20.0,12.0,2.63,6.0,17.0,3.2,2.5494826226062197
4616d54ad9cb3f34dea010dd777f90c7,18.28682,-10.03322,2,10:00:00,9:58:10,False,47e079a2408b680d81ff7637e376ff66,1452af436d5f09d058810324f8a43548,86e6e48d0cb57f794b0c48162409fa74,174.948732,1900-01-01 09:58:10,1900-01-01 10:00:00,0 days 02:54:56.923920,1900-01-01 07:03:13.076080000,0 days 02:56:46.923920,176.78206533333332,60e4c4e1c1a8bc79123738227b9d0b08,18.29988,-10.03484,47e079a2408b680d81ff7637e376ff66,ADVANCED,0.87,1.89,1.0,4.92,1452af436d5f09d058810324f8a43548,REVIEW,0.65,4.66,1.0,4.76,31.0,41.0,0.3,4.0,46.0,0.3,1.462244641077746
ce264645741a0fc79890f06ea7b2336b,18.27793,-10.03033,2,13:00:00,12:13:45,False,7ff3aa21189a1cc947a2b89014b453ba,7ff3aa21189a1cc947a2b89014b453ba,69803373c7d9ae282a73c00e69f119b4,60.097044,1900-01-01 12:13:45,1900-01-01 13:00:00,0 days 01:00:05.822640,1900-01-01 11:13:39.177360000,0 days 01:46:20.822640,106.34704400000001,e27789d5e619b255663b2bfa68b5851f,18.27451,-10.03104,7ff3aa21189a1cc947a2b89014b453ba,INTERMEDIATE,0.9,2.5,1.0,4.8,7ff3aa21189a1cc947a2b89014b453ba,INTERMEDIATE,0.9,2.5,1.0,4.8,1.0,1.0,0.0,0.0,1.0,0.0,0.3876057753228175
b72060dd7e1b8ea5c4e7061dc35ce31f,18.22523,-10.04051,2,12:00:00,10:23:07,False,c11a9ee46ee2c3234d196a2c06d65198,c11a9ee46ee2c3234d196a2c06d65198,6045691f87544c937a09d350d42eb3ba,91.439743,1900-01-01 10:23:07,1900-01-01 12:00:00,0 days 01:31:26.384580,1900-01-01 08:51:40.615420000,0 days 03:08:19.384580,188.32307633333332,387d4a5b65cf4bf00ad805c4b00eed01,18.23653,-10.03957,c11a9ee46ee2c3234d196a2c06d65198,ADVANCED,0.85,1.3,0.96,4.72,c11a9ee46ee2c3234d196a2c06d65198,ADVANCED,0.85,1.3,0.96,4.72,37.0,32.0,11.79,7.0,38.0,8.71,1.2604202403382696
f28062e9d0b9d4cfa1a44d248b9c5e84,18.22146,-10.03281,2,11:00:00,10:02:37,False,b49ed2d763e39e6834e0f5f35c754132,b49ed2d763e39e6834e0f5f35c754132,850fc42b029db68d97f0aea6a8babe36,69.157783,1900-01-01 10:02:37,1900-01-01 11:00:00,0 days 01:09:09.466979999,1900-01-01 08:53:27.533020001,0 days 02:06:32.466979999,126.54111631666666,387d4a5b65cf4bf00ad805c4b00eed01,18.23036,-10.03179,b49ed2d763e39e6834e0f5f35c754132,INTERMEDIATE,0.9,2.47,1.0,4.8,b49ed2d763e39e6834e0f5f35c754132,INTERMEDIATE,0.9,2.47,1.0,4.8,8.0,7.0,0.0,1.0,8.0,0.0,0.9954824646798855
975dbd17902585a82876fe61d7005e0c,18.28472,-10.03648,2,10:00:00,9:14:10,False,3cd818bedd90395346bce737dec49e3f,3cd818bedd90395346bce737dec49e3f,86e6e48d0cb57f794b0c48162409fa74,132.419758,1900-01-01 09:14:10,1900-01-01 10:00:00,0 days 02:12:25.185480,1900-01-01 07:01:44.814520000,0 days 02:58:15.185480,178.25309133333334,60e4c4e1c1a8bc79123738227b9d0b08,18.29988,-10.03484,3cd818bedd90395346bce737dec49e3f,ADVANCED,0.88,1.3,1.0,4.52,3cd818bedd90395346bce737dec49e3f,ADVANCED,0.88,1.3,1.0,4.52,56.0,51.0,6.67,10.0,69.0,4.367999999999999,1.694586188314029
2d6365ef228fe1197d22b9c98596a448,18.19733,-10.04001,2,12:00:00,11:20:59,False,60cbe02ce6b97a961dc6a07e3ce596e0,60cbe02ce6b97a961dc6a07e3ce596e0,afab9a94cf9d3d20ba7192204d5e48b3,155.921219,1900-01-01 11:20:59,1900-01-01 12:00:00,0 days 02:35:55.273140,1900-01-01 08:45:03.726860000,0 days 03:14:56.273140,194.93788566666666,60e4c4e1c1a8bc79123738227b9d0b08,18.26087,-10.04115,60cbe02ce6b97a961dc6a07e3ce596e0,ADVANCED,0.89,1.28,1.0,4.72,60cbe02ce6b97a961dc6a07e3ce596e0,ADVANCED,0.89,1.28,1.0,4.72,44.0,29.0,26.869999999999997,3.0,30.0,24.394,7.066361198699438
119166fd7165cb2898aadf8a43538350,18.28512,-10.03599,2,10:00:00,8:56:17,False,f3010c097d4ce083079bedef7296e3ec,f3010c097d4ce083079bedef7296e3ec,86e6e48d0cb57f794b0c48162409fa74,95.872938,1900-01-01 08:56:17,1900-01-01 10:00:00,0 days 01:35:52.376280,1900-01-01 07:20:24.623720000,0 days 02:39:35.376280,159.58960466666667,60e4c4e1c1a8bc79123738227b9d0b08,18.29988,-10.03484,f3010c097d4ce083079bedef7296e3ec,REVIEW,0.87,1.47,0.84,4.8,f3010c097d4ce083079bedef7296e3ec,REVIEW,0.87,1.47,0.84,4.8,25.0,47.0,0.705,2.0,49.0,0.7,1.6457240626526537
17daa9724e617a9ee38dd3cf367f4429,18.21998,-10.03398,2,10:00:00,9:34:01,False,1469ec61e6ecbc286d517aa9dbd6d9ac,1469ec61e6ecbc286d517aa9dbd6d9ac,850fc42b029db68d97f0aea6a8babe36,152.064979,1900-01-01 09:34:01,1900-01-01 10:00:00,0 days 02:32:03.898740,1900-01-01 07:01:57.101260000,0 days 02:58:02.898740,178.04831233333334,387d4a5b65cf4bf00ad805c4b00eed01,18.23036,-10.03179,1469ec61e6ecbc286d517aa9dbd6d9ac,ADVANCED,0.87,1.64,0.92,4.92,1469ec61e6ecbc286d517aa9dbd6d9ac,ADVANCED,0.87,1.64,0.92,4.92,43.0,50.0,8.744,1.0,52.0,7.901,1.1771530217038564
2eff8a7fc14ae172469e39978adfac3a,18.29295,-10.03538,2,12:00:00,11:02:42,False,78cda2181a7a98488ddf1878c8146c04,78cda2181a7a98488ddf1878c8146c04,86e6e48d0cb57f794b0c48162409fa74,107.341451,1900-01-01 11:02:42,1900-01-01 12:00:00,0 days 01:47:20.487060,1900-01-01 09:15:21.512940000,0 days 02:44:38.487060,164.641451,60e4c4e1c1a8bc79123738227b9d0b08,18.29988,-10.03484,78cda2181a7a98488ddf1878c8146c04,ADVANCED,0.92,1.55,1.0,4.88,78cda2181a7a98488ddf1878c8146c04,ADVANCED,0.92,1.55,1.0,4.88,29.0,22.0,6.03,3.0,25.0,5.1,0.7726878971639034
475d652e3885af91dd8a3873429c96f8,18.29028,-10.04216,2,11:00:00,10:28:56,False,e77ca6f3ed19586bcc3840677caea4a5,e77ca6f3ed19586bcc3840677caea4a5,3dd9ae393aa5327edfb27388758436bd,76.983809,1900-01-01 10:28:56,1900-01-01 11:00:00,0 days 01:16:59.028539999,1900-01-01 09:11:56.971460001,0 days 01:48:03.028539999,108.05047565,0fae7b61265bc7ca4ce4d81440b62501,18.26223,-10.0415,e77ca6f3ed19586bcc3840677caea4a5,ADVANCED,0.85,1.19,1.0,4.72,e77ca6f3ed19586bcc3840677caea4a5,ADVANCED,0.85,1.19,1.0,4.72,5.0,4.0,2.25,0.0,4.0,2.2,3.119800390305458
143756b901adf85760ad8b96b7e6cb58,18.29006,-10.04216,2,11:00:00,9:36:14,False,fc2f679a0856504a198218e607e8e38d,fc2f679a0856504a198218e607e8e38d,afab9a94cf9d3d20ba7192204d5e48b3,88.738024,1900-01-01 09:36:14,1900-01-01 11:00:00,0 days 01:28:44.281440,1900-01-01 08:07:29.718560000,0 days 02:52:30.281440,172.50469066666668,60e4c4e1c1a8bc79123738227b9d0b08,18.26087,-10.04115,fc2f679a0856504a198218e607e8e38d,ADVANCED,0.84,1.1,1.0,4.76,fc2f679a0856504a198218e607e8e38d,ADVANCED,0.84,1.1,1.0,4.76,35.0,45.0,0.52,6.0,53.0,0.5,3.2475358178209692
21a951ca1517d7b705a05002e4211d23,18.29532,-10.0322,2,9:00:00,8:49:47,False,682d7c7528d3d2b1b7852522197bbd8b,682d7c7528d3d2b1b7852522197bbd8b,821dc9d74061fe7654b9ec20e574022d,115.705848,1900-01-01 08:49:47,1900-01-01 09:00:00,0 days 01:55:42.350880,1900-01-01 06:54:04.649120000,0 days 02:05:55.350880,125.92251466666667,452ae015bf846e1d2932b7ea15720d64,18.2938,-10.03273,682d7c7528d3d2b1b7852522197bbd8b,INTERMEDIATE,0.84,2.07,0.88,5.0,682d7c7528d3d2b1b7852522197bbd8b,INTERMEDIATE,0.84,2.07,0.88,5.0,22.0,13.0,8.11,1.0,14.0,6.988999999999999,0.17803792940973429
84c7d713196ad09c79b81a471fc39992,18.20919,-10.03149,2,20:00:00,18:44:06,False,9e3384c8b66d5ad5b68ba1570d4f16fa,9e3384c8b66d5ad5b68ba1570d4f16fa,f45fd1f4de72b451f9d99e2a033de337,63.252896,1900-01-01 18:44:06,1900-01-01 20:00:00,0 days 01:03:15.173760,1900-01-01 17:40:50.826240000,0 days 02:19:09.173760,139.152896,387d4a5b65cf4bf00ad805c4b00eed01,18.22698,-10.03056,9e3384c8b66d5ad5b68ba1570d4f16fa,ADVANCED,0.91,1.69,0.96,4.92,9e3384c8b66d5ad5b68ba1570d4f16fa,ADVANCED,0.91,1.69,0.96,4.92,17.0,29.0,3.145,1.0,30.0,2.505,1.9805977803579413
9ca1a72c17a3465b1b4646b8e39cd410,18.26515,-10.04347,2,11:00:00,10:55:09,False,49dfd85cdb6407e1dfea7738f42f6ce1,49dfd85cdb6407e1dfea7738f42f6ce1,7a44728dc60bafc53140a9f5ef7e4e75,174.041294,1900-01-01 10:55:09,1900-01-01 11:00:00,0 days 02:54:02.477640,1900-01-01 08:01:06.522360000,0 days 02:58:53.477640,178.891294,451eb58b96f0a36f31d2beebd1c9a7a8,18.26553,-10.04141,49dfd85cdb6407e1dfea7738f42f6ce1,ADVANCED,0.84,1.87,0.92,4.76,49dfd85cdb6407e1dfea7738f42f6ce1,ADVANCED,0.84,1.87,0.92,4.76,39.0,39.0,28.308,4.0,43.0,23.864,0.22158664297168698
605db8da3965581ea0bf6d56082600bf,18.24551,-10.04099,2,10:00:00,8:41:50,False,b7e1166967f3ad4aa76d6090cf099f80,b7e1166967f3ad4aa76d6090cf099f80,afab9a94cf9d3d20ba7192204d5e48b3,5.329401,1900-01-01 08:41:50,1900-01-01 10:00:00,0 days 00:05:19.764060,1900-01-01 08:36:30.235940000,0 days 01:23:29.764060,83.49606766666668,60e4c4e1c1a8bc79123738227b9d0b08,18.26087,-10.04115,b7e1166967f3ad4aa76d6090cf099f80,ADVANCED,0.85,1.69,1.0,4.92,b7e1166967f3ad4aa76d6090cf099f80,ADVANCED,0.85,1.69,1.0,4.92,9.0,14.0,0.0,0.0,14.0,0.0,1.7080400022764708
e1d9a4f57ffe610c5fb453a0ab350ea0,18.2455,-10.04101,2,10:00:00,8:44:07,False,056c7cc586dece322e35970ee60234da,056c7cc586dece322e35970ee60234da,7a44728dc60bafc53140a9f5ef7e4e75,4.281824,1900-01-01 08:44:07,1900-01-01 10:00:00,0 days 00:04:16.909440,1900-01-01 08:39:50.090560000,0 days 01:20:09.909440,80.16515733333334,451eb58b96f0a36f31d2beebd1c9a7a8,18.26553,-10.04141,056c7cc586dece322e35970ee60234da,INTERMEDIATE,0.83,2.07,1.0,4.88,056c7cc586dece322e35970ee60234da,INTERMEDIATE,0.83,2.07,1.0,4.88,1.0,1.0,0.0,0.0,1.0,0.0,2.2276379548108736
ba8444278cc2535fdc9febc9cf5b8cd1,18.24642,-10.03117,2,11:00:00,9:38:09,False,487c3b66ea24bc125178709f50f477fd,487c3b66ea24bc125178709f50f477fd,0dc6fb5924a8b917bc641666ed02663c,84.696572,1900-01-01 09:38:09,1900-01-01 11:00:00,0 days 01:24:41.794320,1900-01-01 08:13:27.205680000,0 days 02:46:32.794320,166.54657200000003,60e4c4e1c1a8bc79123738227b9d0b08,18.2319,-10.03035,487c3b66ea24bc125178709f50f477fd,ADVANCED,0.85,0.8,1.0,4.88,487c3b66ea24bc125178709f50f477fd,ADVANCED,0.85,0.8,1.0,4.88,32.0,20.0,10.17,2.0,24.0,6.410999999999999,1.616873328537622
8317ebaeb086c4b90010dba33450a541,18.27216,-10.03908,2,14:00:00,11:51:10,False,a755981b35c0c80b84606c9dda17054a,a755981b35c0c80b84606c9dda17054a,3dd9ae393aa5327edfb27388758436bd,169.545565,1900-01-01 11:51:10,1900-01-01 14:00:00,0 days 02:49:32.733900,1900-01-01 09:01:37.266100000,0 days 04:58:22.733900,298.3788983333333,0fae7b61265bc7ca4ce4d81440b62501,18.26223,-10.0415,a755981b35c0c80b84606c9dda17054a,ADVANCED,0.88,1.31,1.0,4.64,a755981b35c0c80b84606c9dda17054a,ADVANCED,0.88,1.31,1.0,4.64,66.0,105.0,0.0,7.0,116.0,0.0,1.1333495906497753
115856e5d95a3507a6c42bfeeeedc4a6,18.27213,-10.03907,2,12:00:00,11:09:42,False,fcdf89d67adaeec14947fed659d1e2c8,fcdf89d67adaeec14947fed659d1e2c8,afab9a94cf9d3d20ba7192204d5e48b3,142.146018,1900-01-01 11:09:42,1900-01-01 12:00:00,0 days 02:22:08.761080,1900-01-01 08:47:33.238920000,0 days 03:12:26.761080,192.446018,60e4c4e1c1a8bc79123738227b9d0b08,18.26087,-10.04115,fcdf89d67adaeec14947fed659d1e2c8,ADVANCED,0.86,1.57,1.0,4.64,fcdf89d67adaeec14947fed659d1e2c8,ADVANCED,0.86,1.57,1.0,4.64,52.0,100.0,24.645,6.0,108.0,29.0,1.2711740731793266
b74802e2d686a03100a3bce2457de836,18.27488,-10.03615,2,11:00:00,9:53:49,False,37456bbe8d51e126375e316c46b0c903,37456bbe8d51e126375e316c46b0c903,f82a21e295c90ae7bf09e1870b66edb8,101.380967,1900-01-01 09:53:49,1900-01-01 11:00:00,0 days 01:41:22.858020,1900-01-01 08:12:26.141980000,0 days 02:47:33.858020,167.56430033333334,451eb58b96f0a36f31d2beebd1c9a7a8,18.27742,-10.03561,37456bbe8d51e126375e316c46b0c903,ADVANCED,0.84,1.21,0.96,4.64,37456bbe8d51e126375e316c46b0c903,ADVANCED,0.84,1.21,0.96,4.64,31.0,27.0,15.008,4.0,31.0,9.377999999999998,0.28813310495525135
32afa2ee121f9f530c3251a26badf011,18.22992,-10.03904,2,10:00:00,9:21:38,False,b24224b7caf0f25346563118dfecbe18,b24224b7caf0f25346563118dfecbe18,6045691f87544c937a09d350d42eb3ba,106.135508,1900-01-01 09:21:38,1900-01-01 10:00:00,0 days 01:46:08.130480,1900-01-01 07:35:29.869520000,0 days 02:24:30.130480,144.50217466666666,387d4a5b65cf4bf00ad805c4b00eed01,18.23653,-10.03957,b24224b7caf0f25346563118dfecbe18,INTERMEDIATE,0.83,2.97,1.0,4.95,b24224b7caf0f25346563118dfecbe18,INTERMEDIATE,0.83,2.97,1.0,4.95,18.0,11.0,9.515,2.0,18.0,7.5,0.7371277831634462
094965edc50b84dca1d1956709a2b017,18.24553,-10.04101,2,9:00:00,8:19:37,False,f6186d00ce79347f47770bff13e38681,f6186d00ce79347f47770bff13e38681,2aa560c85aeb4213b9af8bdd05805b91,78.990491,1900-01-01 08:19:37,1900-01-01 09:00:00,0 days 01:18:59.429460,1900-01-01 07:00:37.570540000,0 days 01:59:22.429460,119.37382433333333,452ae015bf846e1d2932b7ea15720d64,18.21426,-10.04182,f6186d00ce79347f47770bff13e38681,INTERMEDIATE,0.86,2.11,1.0,4.76,f6186d00ce79347f47770bff13e38681,INTERMEDIATE,0.86,2.11,1.0,4.76,9.0,36.0,2.745,0.0,36.0,3.75,3.4781223740102147
d0f52f1d75e25d47abee9318ad25d797,18.22379,-10.0415,2,11:00:00,10:22:32,False,a08a93b46c3971ea1acc5001345faae2,a08a93b46c3971ea1acc5001345faae2,3dd9ae393aa5327edfb27388758436bd,70.694201,1900-01-01 10:22:32,1900-01-01 11:00:00,0 days 01:10:41.652060,1900-01-01 09:11:50.347940000,0 days 01:48:09.652060,108.16086766666668,0fae7b61265bc7ca4ce4d81440b62501,18.26223,-10.0415,a08a93b46c3971ea1acc5001345faae2,ADVANCED,0.85,1.46,0.92,4.8,a08a93b46c3971ea1acc5001345faae2,ADVANCED,0.85,1.46,0.92,4.8,4.0,4.0,0.0,0.0,4.0,0.0,4.274338884176954
85c4276a4ad9b3b6c59ec545a3e14d35,18.22405,-10.0415,2,11:00:00,10:00:10,False,a68a0a47f5ef188e1794ef4e2205e8ee,a68a0a47f5ef188e1794ef4e2205e8ee,9ee54069c654bd92bdde05d7069f2bff,62.670658,1900-01-01 10:00:10,1900-01-01 11:00:00,0 days 01:02:40.239480,1900-01-01 08:57:29.760520000,0 days 02:02:30.239480,122.50399133333333,451eb58b96f0a36f31d2beebd1c9a7a8,18.2163,-10.04135,a68a0a47f5ef188e1794ef4e2205e8ee,INTERMEDIATE,0.88,2.12,1.0,4.72,a68a0a47f5ef188e1794ef4e2205e8ee,INTERMEDIATE,0.88,2.12,1.0,4.72,3.0,3.0,0.0,0.0,3.0,0.0,0.8619074917133805
